gene	call	pass_count	failed_gates	ms_genetic	cross_genetics	local_breadth	residual_or_perturbation	reachable_modality	not_blocked	direction_clear	strong_l2g_disease_count	strong_qtl_coloc_disease_count	ms_max_l2g_score	ms_max_relevant_qtl_h4	local_positive_disease_count	wave62_call	wave104_call	wave128_call	blocker_text
ZGPAT	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZIC4	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZIK1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZKSCAN2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZMAT5	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZNF181	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZNF302	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZNF365	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZNF385D	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0			NO_REOPEN_GENETICS_FIRST_ROUTE	     nan     
ZNF397	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZNF416	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZNF443	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZNF467	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZNF646	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZNF682	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZNF737	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZNF771	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZNF799	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZNF804A	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZNF804B	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZNF830	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZNRF1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZPBP	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZSCAN30	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
IRF5	NO_PIVOT_TARGET	1	ms_genetic;local_breadth;residual_or_perturbation;reachable_modality;not_blocked;direction_clear	False	True	False	False	False	False	False	7	7	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE		prior_art_or_crowded_TF_axis prior_branch_blocker_or_directionality_unresolved nan True prior_art_or_crowded_TF_axis | prior_branch_blocker_or_directionality_unresolved | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_branch_closed:lupus_irf5_prior_art_and_tf_druggability;no_high_confidence_directional_support | lupus_irf5_prior_art_and_tf_druggability | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_
SH2B3	NO_PIVOT_TARGET	1	ms_genetic;local_breadth;residual_or_perturbation;reachable_modality;not_blocked;direction_clear	False	True	False	False	False	False	False	5	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan prior_branch_blocker_or_directionality_unresolved nan True  | prior_branch_blocker_or_directionality_unresolved | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_branch_closed:lnk_restoration_needed_no_modality_and_pleiotropy;no_high_confidence_directional_support | lnk_restoration_needed_no_modality_and_pleiotropy | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_branch_closed:lnk_restoration_neede
ETS1	NO_PIVOT_TARGET	1	ms_genetic;local_breadth;residual_or_perturbation;reachable_modality;not_blocked;direction_clear	False	True	False	False	False	False	False	4	2	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan   NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION
ZFP36L1	NO_PIVOT_TARGET	1	ms_genetic;local_breadth;residual_or_perturbation;reachable_modality;not_blocked;direction_clear	False	True	False	False	False	False	False	3	3	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan   NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION
BACH2	NO_PIVOT_TARGET	1	ms_genetic;local_breadth;residual_or_perturbation;reachable_modality;not_blocked;direction_clear	False	True	False	False	False	False	False	3	2	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan True  |  | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_branch_closed:broad_transcriptional_regulator_prior_art_direction_unclear;no_high_confidence_directional_support | broad_transcriptional_regulator_prior_art_direction_unclear | weak_reachability;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_branch_closed:broad_transcriptional_regulator_prior_art_direction_unclear;no_high_confidence_directional_suppo
MAPK14	NO_PIVOT_TARGET	1	ms_genetic;local_breadth;residual_or_perturbation;reachable_modality;not_blocked;direction_clear	False	True	False	False	False	False	False	3	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan True  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan   NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE6
SOX4	NO_PIVOT_TARGET	1	ms_genetic;local_breadth;residual_or_perturbation;reachable_modality;not_blocked;direction_clear	False	True	False	False	False	False	False	3	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan   NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION
CCL2	NO_PIVOT_TARGET	1	ms_genetic;local_breadth;residual_or_perturbation;reachable_modality;not_blocked;direction_clear	False	True	False	False	False	False	False	2	4	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan True  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails | NO_GO_BROAD_CHEMOKINE_REDUNDANCY_AND_PRIOR_ART |  |  |  nan NO_GO_BROAD_CHEMOKINE_REDUNDANCY_AND_PRIOR_ART NO_GO_NO_MS_WHITE_MATTER_SINGLE_GENE_ANCHOR   
SOCS1	NO_PIVOT_TARGET	1	ms_genetic;local_breadth;residual_or_perturbation;reachable_modality;not_blocked;direction_clear	False	True	False	False	False	False	False	2	4	0.1046850234270095	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan   NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION
ADCY3	NO_PIVOT_TARGET	1	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality;direction_clear	False	False	False	False	False	True	False	2	2	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan     
BCL2L11	NO_PIVOT_TARGET	1	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality;direction_clear	False	False	False	False	False	True	False	2	2	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  |  nan     
COG6	NO_PIVOT_TARGET	1	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality;direction_clear	False	False	False	False	False	True	False	2	2	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  |  nan     
CTLA4	NO_PIVOT_TARGET	1	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;not_blocked;direction_clear	False	False	False	False	True	False	False	2	2	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan prior_branch_blocker_or_directionality_unresolved nan True  | prior_branch_blocker_or_directionality_unresolved | no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_branch_closed:checkpoint_axis_prior_art_systemic_immunosuppression;no_high_confidence_directional_support | checkpoint_axis_prior_art_systemic_immunosuppression | no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;prior_branch_closed:checkpoint_
ELMO1	NO_PIVOT_TARGET	1	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality;direction_clear	False	False	False	False	False	True	False	2	2	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan     
ERAP1	NO_PIVOT_TARGET	1	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality;direction_clear	False	False	False	False	False	True	False	2	2	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan     
GATA3	NO_PIVOT_TARGET	1	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality;direction_clear	False	False	False	False	False	True	False	2	2	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_GENETICS_FIRST_NO_LIPID_STATE_CONVERGENCE	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan     
IKBKE	NO_PIVOT_TARGET	1	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality;not_blocked	False	False	False	False	False	False	True	2	2	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor |  |  |  |  |  |     candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION
IL18RAP	NO_PIVOT_TARGET	1	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality;direction_clear	False	False	False	False	False	True	False	2	2	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  |  nan     
LBH	NO_PIVOT_TARGET	1	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality;direction_clear	False	False	False	False	False	True	False	2	2	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MS_GENETICS_NARROW_OR_WEAK	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  |  nan     
MACIR	NO_PIVOT_TARGET	1	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality;direction_clear	False	False	False	False	False	True	False	2	2	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan     
MFSD6	NO_PIVOT_TARGET	1	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality;direction_clear	False	False	False	False	False	True	False	2	2	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  |  nan     
RASGRP1	NO_PIVOT_TARGET	1	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality;direction_clear	False	False	False	False	False	True	False	2	2	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan     
SUOX	NO_PIVOT_TARGET	1	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality;direction_clear	False	False	False	False	False	True	False	2	2	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR	NO_REOPEN_GENETICS_FIRST_ROUTE	nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  |  nan     
IP6K3	NO_PIVOT_TARGET	1	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality;direction_clear	False	False	False	False	False	True	False	2	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  |       
