gene	disease	dataset	channel	comparison	effect	p	quality	score	limitation	axis	positive_nominal	negative_nominal
CIAO1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0017485109566616	0.974612554842345	0.9	-0.45162589436224815	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CIAO1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.470588742530624	0.308063229907199	0.8	-0.6383688609226921	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
DTX3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0170847020367054	0.980760714381872	0.9	-0.4583316970124382	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
DTX3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.338393427047143	0.308063229907199	0.8	-0.5809841071000249	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
PSD3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0027536978456444	0.987945509319683	0.35	-0.1756359412303912	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PSD3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.45161306875803	0.308063229907199	0.8	-0.6301316978728743	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
COA3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0017010098240759	0.97877666337471	0.35	0.17556986708766043	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
COA3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.28331892537184	0.308063229907199	0.8	0.5570767794539233	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
DNM3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0015460456732484	0.988076069541202	0.9	0.4510870460408797	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
DNM3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.32738631514164	0.414823067184775	0.8	-0.5647707633413394	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
HNRNPA0	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.001937993850676	0.987212744539687	0.9	-0.45129210312963397	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
HNRNPA0	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.282383059787791	0.414823067184775	0.8	-0.5456229669620115	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
SNAP23	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0011188648121018	0.986738084592451	0.9	0.45093883390647194	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
SNAP23	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.327468882102008	0.414823067184775	0.8	0.5648058935854152	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
TIMM13	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0020712276935272	0.983515131448803	0.9	-0.4514745954225814	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
TIMM13	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.363423885027876	0.414823067184775	0.8	0.5801038774630143	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
HSPA12B	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0019482014322619	0.984047992277176	0.9	0.45140149010135056	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
HSPA12B	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.345700280500884	0.422678074170636	0.8	0.571832033847135	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
SRR	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0017410419251752	0.988387812693433	0.9	0.4511645776119843	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
SRR	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.271973746322852	0.475532659596901	0.8	-0.5361640398648371	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
MPST	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0904444753978303	0.989516210752042	0.9	-0.491074343336198	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
MPST	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.0238422780412481	0.475532659596901	0.8	0.4315713382968517	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
FLNC	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0053691245261314	0.972435273751887	0.9	-0.4533314415492981	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
FLNC	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.050887024150576	0.528612125255688	0.8	0.43975158348077653	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CST3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0026454727419569	0.987603178735285	0.9	0.4515978516943168	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CST3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.134936307886585	0.540817904242618	0.8	-0.4741725260464106	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
GCN1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0012933164898184	0.990396488002628	0.9	0.45089671705963497	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
GCN1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.161971692758103	0.540817904242618	0.8	-0.4854678178157225	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
GNB5	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0015850172164224	0.987950090876372	0.9	0.4511087582168373	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
GNB5	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.379148133949164	0.540817904242618	0.8	0.5762033956642248	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
JPT2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0264298939610149	0.979460052782602	0.9	0.4625873141677735	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
JPT2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.232287939091634	0.540817904242618	0.8	0.5148457061733165	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
TNR	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0394962366772451	0.986393846890774	0.9	-0.4682371540647975	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
TNR	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.0373365774885527	0.540817904242618	0.8	0.4333956909212202	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
AP2A1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0006386915611264	0.991440771128298	0.9	-0.4505675819452578	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
AP2A1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.205934778842627	0.610298655976554	0.8	-0.4996153690105075	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CHP1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0070971391752924	0.984340464841864	0.9	-0.4537114608625099	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CHP1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.224189797142205	0.610298655976554	0.8	-0.5071783714746959	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
LETM1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0010456900119251	0.983103146540537	0.9	-0.4510262094762746	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
LETM1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.21671308782112	0.610298655976554	0.8	0.5040807919438832	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
SFXN3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0075098445463614	0.98898636154859	0.9	0.453742866358896	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
SFXN3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.182405456815178	0.610298655976554	0.8	0.48986723742532085	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
UBA6	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0004249078632577	0.991414544492018	0.9	-0.4504721814321797	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
UBA6	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.0988461491471724	0.610298655976554	0.8	0.4552488525281877	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
NEFM	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0016045472866976	0.991384046806124	0.9	0.45100435407747885	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
NEFM	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.163930225876954	0.62406453246517	0.8	0.48146132856325397	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
ENPP6	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0036838681084816	0.987592650893046	0.9	0.4520659000230477	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
ENPP6	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.229270050744359	0.683480902201426	0.8	0.5052524140501972	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
DHX9	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0169173129823173	0.990529333416136	0.9	0.4579279837625052	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
DHX9	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.254749665733849	0.759765825978067	0.8	-0.5118810021093834	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
MOSPD2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0677259209896342	0.978628839071597	0.9	-0.4812279690069659	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
MOSPD2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.105568359290338	0.759765825978067	0.8	0.45102178953200445	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
RPL14	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0009804809509929	0.98827173025239	0.9	0.4508258652659554	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
RPL14	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.228546108859397	0.759765825978067	0.8	0.5011911383715995	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
PACSIN1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0022617065083065	0.986280335470884	0.9	-0.4514687575670686	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PACSIN1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.0520049489694296	0.799846105662473	0.8	0.42760449364038583	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
INA	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0052199105994364	0.974897360128911	0.9	0.4531813652093325	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
INA	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.151658762242316	0.812703686128436	0.8	-0.4675786606985141	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
METAP2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0006542955198921	0.990509688369539	0.9	0.4506052316190255	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
METAP2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.0569478088655644	0.838463781922464	0.8	-0.4281706631031345	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
PCSK1N	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0035776917434557	0.982365058031975	0.9	0.4521915666800528	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PCSK1N	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.220567867668582	0.838463781922464	0.8	-0.49445332009625076	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
JMJD7	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.118752236435791	0.98930993139877	0.9	-0.5038301506046052	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
JMJD7	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.0826733057118405	0.905695442034309	0.8	0.4361742718228475	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
DLD	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0143380760118215	0.985291091219439	0.9	0.45694171289561725	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
DLD	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.190355591452114	0.918812683274642	0.8	-0.47906043445531254	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
DLG1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0012910049882531	0.978402959886678	0.9	-0.4512930385262808	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
DLG1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.0217569206213993	0.918812683274642	0.8	-0.411207640654243	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
H6PD	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0020336463106777	0.980922213355356	0.9	0.4515438240586945	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
H6PD	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.17894505076314	0.918812683274642	0.8	-0.4744682448448437	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CHM	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.003828817407195	0.986562875451562	0.9	-0.45216529730855487	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CHM	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.0264669953857986	1.0	0.8	0.4105867981543194	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
DYNLL1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0028035110770499	0.981544847754134	0.9	0.4518700199039466	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
DYNLL1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.0704385341370339	1.0	0.8	0.4281754136548136	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
EIF2AK2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0093134820194005	0.9824050292723	0.9	-0.45477465874357004	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
EIF2AK2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.176115244038283	1.0	0.8	0.4704460976153132	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
HAGH	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0022805926404817	0.974003905635754	0.9	-0.45188617094103994	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
HAGH	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.113844447731584	1.0	0.8	0.44553777909263365	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
SAT2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0016927607159629	0.99191378159918	0.9	0.4510266456546904	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
SAT2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.200666328543346	0.308063229907199	0.8	0.52119805784824	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
PAK1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0007772654768996	0.993904015099057	0.9	-0.4505490908922811	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PAK1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.909344196785036	0.0190588916017305	0.8	-0.9826633847217242	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
PGM3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0006029025009522	0.993367269208141	0.9	-0.4504881983479883	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PGM3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.0334965370835599	0.414823067184775	0.8	0.43972777291818765	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
