gene	comparator	region	region_class	nominal_PP.H4	nominal_PP.H3	min_sensitivity_PP.H4	median_sensitivity_PP.H4	max_sensitivity_PP.H4	top_shared_snp	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	ms_max_qtl_h4	max_qtl_h4	qtl_direction_proxy_values	same_gene_cellstate_score	same_gene_cellstate_gate	positive_c15_contexts	best_c15_context	chembl_target_id	druggable_activity_count	manual_blocker	landscape_score
DPCR1	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0					0.0		6.324501552652126e-07
EHMT2	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501552652126e-07
FKBPL	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501552652126e-07
GTF2H4	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501552652126e-07
HSPA1L	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.0	False				0.0		6.324501552652126e-07
AL645922.1	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0					0.0		1.3062726846070254e-14
APOM	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0	False				0.0		1.3062726846070254e-14
ATP6V1G2	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0	False				0.0		1.3062726846070254e-14
ATP6V1G2-DDX39B	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0					0.0		1.3062726846070254e-14
C4A	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0	False				0.0		1.3062726846070254e-14
C6orf15	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0					0.0		1.3062726846070254e-14
C6orf25	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0					0.0		1.3062726846070254e-14
C6orf47	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0					0.0		1.3062726846070254e-14
C6orf48	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0					0.0		1.3062726846070254e-14
CDSN	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0	False				0.0		1.3062726846070254e-14
CSNK2B-LY6G5B-1181	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0					0.0		1.3062726846070254e-14
CYP21A2	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0	False				0.0		1.3062726846070254e-14
DDX39B	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0	False				0.0		1.3062726846070254e-14
DPCR1	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0					0.0		1.3062726846070254e-14
EHMT2	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0	False				0.0		1.3062726846070254e-14
FKBPL	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0	False				0.0		1.3062726846070254e-14
GTF2H4	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0	False				0.0		1.3062726846070254e-14
HSPA1L	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0	False				0.0		1.3062726846070254e-14
AL645922.1	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0					0.0		1.3062726846070254e-14
APOM	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0	False				0.0		1.3062726846070254e-14
ATP6V1G2	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0	False				0.0		1.3062726846070254e-14
ATP6V1G2-DDX39B	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0					0.0		1.3062726846070254e-14
C4A	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0	False				0.0		1.3062726846070254e-14
C6orf15	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0					0.0		1.3062726846070254e-14
C6orf25	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0					0.0		1.3062726846070254e-14
C6orf47	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0					0.0		1.3062726846070254e-14
C6orf48	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0					0.0		1.3062726846070254e-14
CDSN	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0	False				0.0		1.3062726846070254e-14
CSNK2B-LY6G5B-1181	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0					0.0		1.3062726846070254e-14
CYP21A2	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0	False				0.0		1.3062726846070254e-14
DDX39B	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0	False				0.0		1.3062726846070254e-14
EHMT2	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0	False				0.0		1.3062726846070254e-14
FKBPL	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0	False				0.0		1.3062726846070254e-14
HSPA1L	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.0	False				0.0		1.3062726846070254e-14
BTNL2	UC	6:32106385-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.0					0.0		4.076695059342672e-33
C6orf10	UC	6:32106385-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.0					0.0		4.076695059342672e-33
HLA-DOB	UC	6:32106385-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.0	False				0.0		4.076695059342672e-33
HLA-DQA2	UC	6:32106385-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.0	False				0.0		4.076695059342672e-33
HLA-DQB2	UC	6:32106385-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.0	False				0.0		4.076695059342672e-33
PPT2-EGFL8	UC	6:32106385-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.0	False				0.0		4.076695059342672e-33
PRRT1	UC	6:32106385-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.0	False				0.0		4.076695059342672e-33
XXbac-BPG181M17.5	UC	6:32106385-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.0					0.0		4.076695059342672e-33
BTNL2	UC	6:32109453-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.0					0.0		4.076695059342672e-33
C6orf10	UC	6:32109453-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.0					0.0		4.076695059342672e-33
HLA-DOB	UC	6:32109453-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.0	False				0.0		4.076695059342672e-33
HLA-DQA2	UC	6:32109453-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.0	False				0.0		4.076695059342672e-33
HLA-DQB2	UC	6:32109453-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.0	False				0.0		4.076695059342672e-33
PPT2-EGFL8	UC	6:32109453-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.0	False				0.0		4.076695059342672e-33
PRRT1	UC	6:32109453-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.0	False				0.0		4.076695059342672e-33
XXbac-BPG181M17.5	UC	6:32109453-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.0					0.0		4.076695059342672e-33
AL645922.1	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
APOM	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0	False				0.0		2.083340474248166e-33
ATP6V1G2	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0	False				0.0		2.083340474248166e-33
ATP6V1G2-DDX39B	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
BTNL2	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
C4A	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0	False				0.0		2.083340474248166e-33
C6orf10	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
C6orf25	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
C6orf47	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
C6orf48	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
CSNK2B-LY6G5B-1181	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
CYP21A2	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0	False				0.0		2.083340474248166e-33
DDX39B	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0	False				0.0		2.083340474248166e-33
EHMT2	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0	False				0.0		2.083340474248166e-33
FKBPL	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0	False				0.0		2.083340474248166e-33
AL645922.1	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
BTNL2	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
C4A	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0	False				0.0		2.083340474248166e-33
C6orf10	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
C6orf25	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
C6orf47	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
C6orf48	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
CSNK2B-LY6G5B-1181	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
CYP21A2	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0	False				0.0		2.083340474248166e-33
EHMT2	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0	False				0.0		2.083340474248166e-33
FKBPL	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0	False				0.0		2.083340474248166e-33
HLA-DOB	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0	False				0.0		2.083340474248166e-33
HLA-DQA2	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0	False				0.0		2.083340474248166e-33
HLA-DQB2	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0	False				0.0		2.083340474248166e-33
HSPA1L	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0	False				0.0		2.083340474248166e-33
AL645922.1	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
BTNL2	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
C4A	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0	False				0.0		2.083340474248166e-33
C6orf10	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
C6orf25	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
C6orf47	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
C6orf48	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
CSNK2B-LY6G5B-1181	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0					0.0		2.083340474248166e-33
CYP21A2	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0	False				0.0		2.083340474248166e-33
EHMT2	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.0	False				0.0		2.083340474248166e-33
