gene	sources_present	manual_route	manual_blocker	closure_text	wave81_call	wave81_score	direct_perturbation	direct_perturbation_detail	foundation_model_support_w81	foundation_model_detail_w81	model_support_contexts_w57	model_strong_contexts_w57	wave57_call	best_model_context	best_model_z	best_model_projection	reachability_score	intervention_class	chembl_activity_count	chembl_target_id	manual_prior_blocked	cross_autoimmune_score_w83	genetic_breadth_disease_count	genetic_breadth_diseases	qtl_breadth_disease_count	wave62_strong_l2g_disease_count	wave62_strong_qtl_coloc_disease_count	ms_genetic_score	ms_expr_delta	ms_expr_p	positive_disease_count	positive_diseases	negative_disease_count	retained_residual_disease_count	strict_residual_disease_count	response_nonresponse_high_context_count	response_nominal_or_trend_context_count	ibd_response_fdr10	efferocytosis_screen_call	efferocytosis_contrast_lfc	efferocytosis_contrast_fdr	wave91_call	wave83_call	wave62_call	has_direct_perturbation	has_foundation_support	has_nonexpression_anchor	ms_anchor	cross_disease_anchor	direction_or_response_support	reachable_modality	prior_or_safety_blocked	wrong_direction_or_undruggable	expression_only	wave103_score	wave103_gate_count	wave103_missing_gates	wave103_call	wave103_call_priority
PRF1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.3206969095424778	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRG2	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1556556383822489	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRG3	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0781313787607663	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRG4	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.4790950443233598	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRH1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.3069590830111294	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRICKLE1	wave37;wave62			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	1.0	1.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1586413746088083	0.9965506589785832			NO_GO_WAVE62_TARGET_RESOLUTION	False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRICKLE3	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1324301520838799	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRIM1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1394308496864443	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRIM2	wave37;wave62			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0427252196551224	1.0			NO_GO_WAVE62_TARGET_RESOLUTION	False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRIMA1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.9847466114459544	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRIMPOL	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.2775907470257632	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKAA2	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0086186928943418	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKAB1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.4430172567702902	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKAB2	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.109263170358717	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKACA	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.3662779128613906	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKACB	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.3521765562463734	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKAG1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0481307012076256	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKAG2	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.8563749383287478	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKAG3	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.461546424263595	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKAR1A	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-1.0844619236333282	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKAR1B	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0554092211046429	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKAR2A	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.5427091171665748	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKAR2B	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1477559649728653	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKCA	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-1.106004244607857	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKCD	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2988666989341043	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKCDBP	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0701442655418101	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKCE	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.3644912789280579	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKCG	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0700324688567954	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKCH	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2506723937711301	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKCI	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.3588979122307617	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKCQ	wave37;wave62			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1311503848381399	0.9971256078463696			NO_GO_WAVE62_TARGET_RESOLUTION	False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKCSH	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1399728319845078	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKCZ	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0514457511364289	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKD1	wave37;wave62			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.3783029615879059	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.7946864402442778	0.920009505703422			NO_GO_WAVE62_TARGET_RESOLUTION	False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKD2	wave37;wave62			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	1.0	1.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.297424867356547	0.920009505703422			NO_GO_WAVE62_TARGET_RESOLUTION	False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKD3	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.3187846857963632	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKG1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0190998234915695	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKG2	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2782474445784152	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKRA	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.3107709037361048	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKRIP1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.056327396379844	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKRIR	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0680041693885297	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRKX	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2420458909151668	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRL	wave37;wave62			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	1.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2559722347514501	1.0			NO_GO_WAVE62_TARGET_RESOLUTION	False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRL2A1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.3648164687876585	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRL2B1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0103076232475254	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRL2C1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2038855078418933	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRL2C2	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1720183223489054	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRL2C3	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.3716645179864205	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRL2C5	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2802689617902755	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRL3A1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1735341890096772	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRL3B1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.2053151441075575	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRL3C1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.113600879740084	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRL3D1	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0212076902896835	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRL3D2	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1849868259562845	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
PRL3D3	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.308659903583682	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
