gene	approved_name	wave104_call	wave104_call_priority	wave104_score	wave104_missing_gates	route_hypothesis	manual_route_blocker	prior_or_safety	gate_ms_genetic	gate_cross_autoimmune_genetics	gate_lipid_state_or_recurrence	gate_directional_or_perturbation	gate_reachable_modality	ms_max_l2g_score	ms_max_relevant_qtl_h4	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	relevant_qtl_coloc_disease_count	strong_qtl_coloc_diseases	genetic_disease_count_union	genetic_diseases_union	local_positive_disease_count	local_positive_diseases	in_lipid_lysosomal_myeloid_neighborhood	residual_retained_disease_count	strict_residual_disease_count	response_nonresponse_high_context_count	response_nominal_or_trend_context_count	direct_perturbation	direct_perturbation_detail	foundation_support	model_support_contexts_w57	model_strong_contexts_w57	best_model_context	efferocytosis_screen_call	efferocytosis_contrast_lfc	efferocytosis_contrast_fdr	reachability_score	intervention_class	chembl_activity_count	chembl_target_id	wave62_score	wave62_call	wave83_call	wave91_call	wave103_call	closure_text
GPR19	G protein-coupled receptor 19	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.237293109083749	1.0	0.0		0		0.6427174806594849	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
GYPA	glycophorin A (MNS blood group)	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Celiac	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.1461275969404705	1.0	0.0		0		0.4872570037841797	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
HNF4A	hepatocyte nuclear factor 4 alpha	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.3064485426004787	0.9965506589785832	0.0		0		0.550158005207777	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ICOS	inducible T cell costimulator	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	RA	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.1497327877300105	0.9971256078463696	0.0		0		0.5764056816697121	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
IKZF4	IKAROS family zinc finger 4	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	T1D	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0311850922676545	1.0	0.0		0		0.907109946012497	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
IL31	interleukin 31	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Psoriasis	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.6921601653600301	0.920009505703422	0.0		0		0.9773083329200744	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
KAT2A	lysine acetyltransferase 2A	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Psoriasis	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.2102508840697597	0.920009505703422	0.0		0		0.9801191985607148	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
KIT	KIT proto-oncogene, receptor tyrosine kinase	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.3697868398199531	0.920009505703422	0.0		0		0.723866805434227	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
KPNA4	karyopherin subunit alpha 4	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	PBC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0571945653034717	1.0	0.0		0		0.306961327791214	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
LINC03051	long intergenic non-protein coding RNA 3051	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	T1D	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.4577981829643249	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
LONRF2	LON peptidase N-terminal domain and ring finger 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	RA	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.2567071808423083	0.920009505703422	0.0		0		0.8019391298294067	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
LPAR4	lysophosphatidic acid receptor 4	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	AITD	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.3087820984035974	0.920009505703422	0.0		0		0.0509084835648536	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
LRRTM4	leucine rich repeat transmembrane neuronal 4	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	AITD	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0175593135780973	1.0	0.0		0		0.3580712676048279	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
MAML2	mastermind like transcriptional coactivator 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.8454686288266884	0.9971256078463696	0.0		0		0.5843132212758064	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
MAP3K14	mitogen-activated protein kinase kinase kinase 14	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	T1D	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.2062610907916475		0.0		0		0.9301450550556184	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
MLDHR	mitochondrial lactate dehydrogenase regulator	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	AITD	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.0816625580191612	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
MUCL1	mucin like 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Psoriasis	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.4146207869052887	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
NCAM2	neural cell adhesion molecule 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	T1D	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.0273017282262427	0.9971256078463696	0.0		0		0.4680444896221161	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
NMNAT2	nicotinamide nucleotide adenylyltransferase 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.2381814874867409	1.0	0.0		0		0.5930262580513954	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
NMUR2	neuromedin U receptor 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Sjogren	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.1273388953371824	0.9971256078463696	0.0		0		0.3749583959579468	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
NPS	neuropeptide S	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.2546697975843731	1.0	0.0		0		0.3734566271305084	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
OLFM3	olfactomedin 3	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Celiac	0		False	0	0	0	0	False		False	0.0	0.0		KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.360981063828498	0.920009505703422	0.0		0		0.4680444896221161	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
PAPOLG	poly(A) polymerase gamma	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0807873138001494	0.9971256078463696	0.0		0		0.5674916058778763	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
PDE2A	phosphodiesterase 2A	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	RA	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.146271195367268	0.920009505703422	0.0		0		0.6453438997268677	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
PDE4A	phosphodiesterase 4A	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Psoriasis	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.3267751502254544	1.0	0.0		0		0.6789572089910507	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
PDSS1	decaprenyl diphosphate synthase subunit 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.1839579915990379	0.9965506589785832	0.0		0		0.4533745050430298	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
PLCH2	phospholipase C eta 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Celiac	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.1994438526309769	1.0	0.0		0		0.9690554440021516	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
PLGRKT	plasminogen receptor with a C-terminal lysine	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	AITD	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0892656610402643	1.0	0.0		0		0.59925427287817	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
PLSCR5	phospholipid scramblase family member 5	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.3884458116037739	1.0	0.0		0		0.4680444896221161	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
PODXL	podocalyxin like	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Celiac	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.0761246341360041	0.9971256078463696	0.0		0		0.4845019280910492	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
PRIM2	DNA primase subunit 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Celiac	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0427252196551224	1.0	0.0		0		0.947949469089508	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
PRM2	protamine 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.1743604689836502	0.0	0		0	0		1	Crohn	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.2387764754293369	1.0	0.0		0		0.8744345307350159	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
PRSS53	serine protease 53	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Psoriasis	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.2646544057919592	0.9971256078463696	0.0		0		0.9318749606609344	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
PRSS55	serine protease 55	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	AITD	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.0555396747685386	1.0	0.0		0		0.3570417761802673	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
RGS13	regulator of G protein signaling 13	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0692419335246086	0.0	0		0	0		1	UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.1082168104980615	1.0	0.0		0		0.0954542160034179	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
RORB	RAR related orphan receptor B	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Psoriasis	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.1124162210371974	1.0	0.0		0		0.968044489622116	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
RPS23	ribosomal protein S23	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	AS	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-1.1849574078452003	0.920009505703422	0.0		0		0.4930522739887237	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
RPS6	ribosomal protein S6	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.1325794899501545	1.0	0.0		0		0.3013767004013061	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
SCEL	sciellin	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	AS	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.0802648643471037	1.0	0.0		0		0.0717681869864463	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
SHE	Src homology 2 domain containing E	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	T1D	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.038938285710544	0.9971256078463696	0.0		0		0.4195413291454315	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
SLC24A2	solute carrier family 24 member 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.5147303424830035	0.920009505703422	0.0		0		0.0717561319470405	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
SLC26A1	solute carrier family 26 member 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.6289786735401325	0.920009505703422	0.0		0		0.367145299911499	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
SLC26A8	solute carrier family 26 member 8	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	RA	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0737798651288459	1.0	0.0		0		0.11658326536417	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
SLU7	spliceosome associated SLU7	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.628732651967352	1.0	0.0		0		0.2943163514137268	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
SMIM29	small integral membrane protein 29	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	UC	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.2135261297225952	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
SNX2	sorting nexin 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.4261419810338474	0.9965506589785832	0.0		0		0.1067403703927993	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
SNX32	sorting nexin 32	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	Psoriasis	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.3341438936211853	0.9965506589785832	0.0		0		0.5858258157968521	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
SPPL2C	signal peptide peptidase like 2C	NO_GO_NO_MS_GENETIC_ANCHOR	5	-1.05	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		0	0		1	SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.2141524741439601	0.9971256078463696	0.0		0		0.2086952030658722	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
